,Type,LongestShell,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings
3632,0,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
3633,2,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
3634,0,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
3635,1,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6
3636,1,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
3637,0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
3638,2,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
3639,2,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
3640,0,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9
3641,0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
3642,1,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
3643,1,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
3644,1,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4
3645,1,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
3646,2,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
3647,1,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8
3648,1,0.54,0.425,0.135,0.6859999999999999,0.3475,0.1545,0.213,8
3649,2,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
3650,0,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,10
3651,2,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
3652,2,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10
3653,0,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
3654,0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
3655,1,0.35,0.265,0.095,0.1989999999999999,0.073,0.049,0.06,5
3656,0,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
3657,0,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
3658,2,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11
3659,1,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6
3660,1,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4
3661,0,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9
3662,0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.4029999999999999,10
3663,0,0.65,0.59,0.22,1.662,0.77,0.3779999999999999,0.435,11
3664,2,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
3665,0,0.63,0.5,0.175,1.1105,0.467,0.268,0.3289999999999999,10
3666,0,0.34,0.255,0.085,0.204,0.0969999999999999,0.021,0.05,6
3667,0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
3668,2,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149,8
3669,0,0.695,0.55,0.16,1.6365,0.6940000000000001,0.3005,0.44,13
3670,0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
3671,2,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
3672,0,0.615,0.47,0.175,1.2985,0.5135,0.3429999999999999,0.32,14
3673,2,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
3674,2,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,9
3675,2,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
3676,2,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,15
3677,2,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7
3678,1,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9
3679,2,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
3680,2,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
3681,1,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7
3682,0,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
3683,2,0.58,0.45,0.14,1.013,0.38,0.216,0.36,14
3684,2,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
3685,1,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
3686,0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
3687,1,0.355,0.255,0.08,0.187,0.078,0.0505,0.0579999999999999,7
3688,2,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
3689,2,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
3690,2,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
3691,1,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
3692,1,0.465,0.37,0.1,0.5055,0.2339999999999999,0.11,0.14,7
3693,1,0.465,0.345,0.11,0.3929999999999999,0.1825,0.0735,0.12,8
3694,2,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10
3695,2,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9
3696,2,0.6,0.47,0.165,1.0590000000000002,0.504,0.241,0.275,9
3697,1,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7
3698,1,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
3699,0,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,12
3700,2,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11
3701,2,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
3702,1,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
3703,0,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9
3704,1,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
3705,2,0.48,0.365,0.12,0.6015,0.312,0.1169999999999999,0.14,7
3706,0,0.655,0.515,0.155,1.3090000000000002,0.524,0.346,0.385,11
3707,0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
3708,1,0.465,0.36,0.105,0.498,0.214,0.1159999999999999,0.14,15
3709,1,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,8
3710,1,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
3711,2,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6
3712,0,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9
3713,2,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12
3714,0,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
3715,1,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9
3716,2,0.52,0.465,0.15,0.9505,0.456,0.1989999999999999,0.255,8
3717,0,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
3718,2,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
3719,1,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7
3720,0,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
3721,1,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7
3722,1,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10
3723,2,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
3724,1,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
3725,0,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12
3726,2,0.71,0.56,0.22,2.015,0.9215,0.4539999999999999,0.5660000000000001,11
3727,1,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9
3728,0,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
3729,0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
3730,2,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9
3731,1,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
3732,2,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
3733,1,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7
3734,2,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9
3735,2,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
3736,2,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
3737,1,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
3738,2,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8
3739,2,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17
3740,0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
3741,2,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10
3742,0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
3743,1,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7
3744,1,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
3745,1,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8
3746,0,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
3747,2,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9
3748,1,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
3749,2,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
3750,1,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
3751,0,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
3752,1,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
3753,1,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
3754,2,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
3755,2,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
3756,1,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7
3757,0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
3758,2,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,10
3759,1,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
3760,1,0.445,0.325,0.1,0.3779999999999999,0.1795,0.1,0.089,7
3761,2,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
3762,0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
3763,2,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
3764,0,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
3765,2,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8
3766,0,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
3767,2,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
3768,0,0.475,0.35,0.115,0.487,0.1939999999999999,0.1455,0.125,13
3769,2,0.535,0.44,0.165,0.875,0.2789999999999999,0.18,0.3,10
3770,1,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9
3771,1,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8
3772,1,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
3773,2,0.565,0.44,0.115,0.9185,0.4039999999999999,0.1785,0.29,11
3774,0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
3775,0,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,9
3776,0,0.435,0.35,0.125,0.4589999999999999,0.1969999999999999,0.1145,0.145,9
3777,1,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4
3778,2,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
3779,2,0.58,0.46,0.15,1.0490000000000002,0.5205,0.1935,0.305,10
3780,2,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955,8
3781,0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
3782,2,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
3783,2,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7
3784,1,0.365,0.27,0.085,0.1969999999999999,0.0815,0.0325,0.065,6
3785,0,0.58,0.45,0.235,1.071,0.3,0.206,0.395,14
3786,2,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545,13
3787,2,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
3788,2,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
3789,2,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10
3790,2,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
3791,2,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
3792,0,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13
3793,2,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,10
3794,1,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17
3795,2,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8
3796,1,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7
3797,1,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
3798,0,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
3799,1,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
3800,1,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9
3801,0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
3802,1,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,7
3803,2,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
3804,1,0.29,0.21,0.065,0.0969999999999999,0.0375,0.022,0.03,6
3805,1,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2
3806,2,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10
3807,1,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
3808,1,0.475,0.36,0.145,0.6325,0.2825,0.1369999999999999,0.19,8
3809,1,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10
3810,2,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
3811,2,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20
3812,1,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
3813,2,0.54,0.405,0.155,0.9715,0.3225,0.1939999999999999,0.29,19
3814,1,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.1889999999999999,9
3815,0,0.645,0.5,0.17,1.1845,0.4805,0.2739999999999999,0.355,13
3816,0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
3817,1,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7
3818,1,0.37,0.275,0.14,0.2215,0.0969999999999999,0.0455,0.0615,6
3819,0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
3820,0,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
3821,1,0.51,0.395,0.105,0.5525,0.2339999999999999,0.127,0.165,8
3822,2,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
3823,1,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6
3824,1,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7
3825,0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
3826,2,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
3827,2,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
3828,0,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
3829,1,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8
3830,2,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11
3831,0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
3832,1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
3833,1,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8
3834,0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
3835,0,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11
3836,1,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9
3837,1,0.275,0.205,0.065,0.1009999999999999,0.0409999999999999,0.021,0.034,5
3838,1,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
3839,2,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12
3840,1,0.385,0.3,0.125,0.3429999999999999,0.1705,0.0735,0.081,7
3841,1,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8
3842,1,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
3843,1,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7
3844,2,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
3845,0,0.6,0.46,0.15,1.235,0.6025,0.2739999999999999,0.29,8
3846,0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
3847,1,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
3848,1,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7
3849,1,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
3850,1,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6
3851,1,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7
3852,2,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8
3853,1,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
3854,1,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
3855,2,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
3856,1,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11
3857,0,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
3858,2,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
3859,1,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,8
3860,0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
3861,2,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
3862,2,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
3863,0,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
3864,0,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225,6
3865,1,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7
3866,2,0.55,0.425,0.16,0.7929999999999999,0.3429999999999999,0.2035,0.215,9
3867,2,0.68,0.52,0.195,1.4535,0.5920000000000001,0.391,0.4125,10
3868,2,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
3869,1,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
3870,2,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
3871,1,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7
3872,1,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8
3873,1,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6
3874,0,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
3875,0,0.64,0.505,0.19,1.2765,0.4835,0.3279999999999999,0.4,12
3876,1,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
3877,1,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8
3878,0,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
3879,1,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8
3880,1,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
3881,1,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,8
3882,2,0.365,0.295,0.08,0.2555,0.0969999999999999,0.043,0.1,7
3883,1,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
3884,1,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
3885,2,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,11
3886,0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12
3887,0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
3888,2,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
3889,2,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
3890,0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21
3891,1,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9
3892,0,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
3893,1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
3894,0,0.54,0.475,0.155,0.928,0.3939999999999999,0.1939999999999999,0.26,11
3895,2,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
3896,2,0.475,0.36,0.1,0.4285,0.1965,0.099,0.1119999999999999,7
3897,2,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
3898,0,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
3899,1,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5
3900,2,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
3901,2,0.59,0.5,0.15,1.142,0.485,0.265,0.345,9
3902,1,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9
3903,0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
3904,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
3905,2,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
3906,0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10
3907,2,0.505,0.39,0.12,0.653,0.3315,0.1385,0.1669999999999999,9
3908,1,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7
3909,1,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8
3910,0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
3911,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.0139999999999999,3
3912,1,0.55,0.425,0.15,0.639,0.2689999999999999,0.1345,0.217,9
3913,0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
3914,0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
3915,1,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9
3916,2,0.615,0.49,0.17,1.145,0.4915,0.208,0.3429999999999999,13
3917,2,0.64,0.51,0.19,1.6130000000000002,0.6215,0.361,0.47,14
3918,2,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10
3919,1,0.485,0.37,0.13,0.4579999999999999,0.181,0.113,0.136,10
3920,2,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
3921,2,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20
3922,0,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8
3923,1,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5
3924,1,0.405,0.29,0.09,0.2825,0.1119999999999999,0.075,0.0815,7
3925,0,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
3926,1,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5
3927,2,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9
3928,1,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6
3929,2,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7
3930,1,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
3931,2,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
3932,0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11
3933,0,0.585,0.465,0.17,0.9915,0.3865,0.2239999999999999,0.265,12
3934,1,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
3935,0,0.605,0.455,0.145,0.9775,0.4679999999999999,0.1775,0.275,9
3936,1,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
3937,1,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,11
3938,1,0.56,0.44,0.155,0.8109999999999999,0.3685,0.178,0.235,11
3939,2,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
3940,1,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6
3941,2,0.67,0.51,0.175,1.5265,0.6509999999999999,0.4475,0.345,10
3942,0,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
3943,1,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7
3944,0,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
3945,2,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
3946,2,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
3947,2,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
3948,2,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
3949,0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
3950,2,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7
3951,2,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11
3952,1,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7
3953,1,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8
3954,1,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
3955,1,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
3956,0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
3957,2,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13
3958,2,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
3959,2,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
3960,0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
3961,0,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14
3962,1,0.41,0.31,0.09,0.3389999999999999,0.155,0.0695,0.09,7
3963,2,0.65,0.515,0.18,1.463,0.6579999999999999,0.3135,0.4115,11
3964,1,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
3965,2,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
3966,1,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5
3967,0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
3968,0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
3969,1,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
3970,0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
3971,0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
3972,0,0.57,0.465,0.18,1.295,0.3389999999999999,0.2225,0.44,12
3973,2,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13
3974,0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
3975,0,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
3976,0,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
3977,0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
3978,0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
3979,2,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
3980,1,0.275,0.215,0.075,0.1155,0.0485,0.0289999999999999,0.035,7
3981,2,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
3982,0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
3983,0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
3984,2,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
3985,2,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
3986,2,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19
3987,2,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
3988,0,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
3989,2,0.475,0.375,0.125,0.593,0.2769999999999999,0.115,0.18,10
3990,1,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
3991,2,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
3992,2,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
3993,2,0.55,0.45,0.13,0.92,0.3779999999999999,0.2385,0.29,11
3994,2,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7
3995,0,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
3996,1,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
3997,0,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11
3998,2,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9
3999,2,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10
4000,0,0.61,0.47,0.145,1.153,0.4029999999999999,0.296,0.32,14
